path,sha256,firstCommit,category,action,packaging,rationale,sourceEvidence
src/test/java/com/dpscalc/wikisetups/wiki/ExampleSetupParserTest.java,8ddaafe03400524d03effaddd38d188888203530813b5e63e607136e7083e17f,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/wiki/ExampleSetupParserTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/wiki/GearSetupParserTest.java,655242b0af18bc1040c70ce71e35c203dcdf6e296799c79bc4b73efefb201889,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/wiki/GearSetupParserTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/wiki/GearSetupsTest.java,a7c92ea857a5fcd181393647241021c20cd65dfcc3e24ab6bacbb966b57c3e9b,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/wiki/GearSetupsTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/wiki/InventoryParserTest.java,b893e948fd4aabbb62ea321d5ef95f381790abc66afef84c292085553fbcd1f2,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/wiki/InventoryParserTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/wiki/PageDiscoveryTest.java,e4ffb3fce90b86b3155bd368d9a78fc33806b5f81b63b8a93999eb81e972f1b7,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/wiki/PageDiscoveryTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/wiki/PageKindTest.java,827f81aa04dcf0c52cadf7fd154e2e8af5918aed77b7c2bf5c440a5e9d9baf2f,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/wiki/PageKindTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/wiki/SetupPairingTest.java,fa58305df6b39c6718a8e819433460a7c7f8047d1731a6d287b96b0326e9e56e,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/wiki/SetupPairingTest.java [same filename]
src/test/java/com/tommy/wikidps/WikiDpsLauncher.java,1956cdab06c8deabacf729733915a8ece40e1e3d7baaa2a07920d4c5a9a48d7e,ee589e1a6dafe1f850f1d23a1b093258b30173b0,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/resources/boss-wiki/.gitattributes,a63a4cdb65b785250559ec6255b72b2f4beac72e93920a862db42b55e40cc409,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/resources/boss-wiki/abyssal_sire.wikitext,7f2c1d9e5d4068e7cf59c7a5c9c647afd64b0c6a129a3db65daa695a50c5da1d,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/alchemical_hydra.wikitext,8ac77b5a58303a8bf1e9040fc28a58f451b90f65efa6809f6394ba743f607e80,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/amoxliatl.wikitext,a1551072ec797c80dba2127a61b61d66cf828c17816c55ef82bc21868421cae0,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/araxxor.wikitext,86be3a5fb90b33c3b9c1a3c8554d3c2674c2cf6706458a5487587fc0437db69e,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/barrows_chests.wikitext,8a990894922724d7c12d47a14bf439781e0b8ab1ee32ca7acd43f280a33649ca,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/brutus.wikitext,2e109a9f52094d56c8266932c00b7535de6d4405ee847d4ff2273cc40ccb7608,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/bryophyta.wikitext,78b84b4a1e1f0cea24e8f3d0498e4a421d5d3529eb0f901803b96cb4fb87e43a,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/callisto_and_artio.wikitext,eca1a6126c001bb262ffb81d822a3fc77b2d58b83d3a586e361ca8404da6f72f,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/callisto_and_artio_2.wikitext,0becbe58918904bb375d9ebf98a81fb20148b10a2e5b0aaa7cc6c5fb94efc6c6,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/cerberus.wikitext,df6e6eb1377619fb3b8960b2f462df8994b88358d5a85fa7dbca667a5e0dad42,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/chaos_elemental.wikitext,018c19411a798b88809c49260ccc9e816f1f8a9d7c85101e714f00a3bc028b88,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/chaos_fanatic.wikitext,22c75814da38c8c4491c19c8eb6ca298cc79b42d3f4bd2a55185c3ac4822ebad,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/commander_zilyana.wikitext,95528e7594b184e84f2550675273144d726e23b5643ebde7885d091f3a774011,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/component-searches.json,31a9acaa77b35ca426d852343f7e90f8a53e3e38d203d070d33be3ef4cd0df65,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/corporeal_beast.wikitext,bb3b40bb557775e7455ac666e96cd0d91a2aa6f6c774ed8812faeafafa103fbb,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/crazy_archaeologist.wikitext,bed42c22a34faac895f957433d9085dde9cb1b45e24beec42af067840454c620,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/dagannoth_kings.wikitext,d22617c71efce603ffdc4451f23e36b800b735e3adf494c9534fed001bcb6a33,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/deranged_archaeologist.wikitext,57ef5141316fcaa6630f8625ba996117fe282f8f3915f636865271a36544c5ea,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/doom_of_mokhaiotl.wikitext,13b87a2e7f10a79bff628128a97b78148cfa3847a23f471a26dc285589bdc5f6,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/duke_sucellus.wikitext,2ccf82e640f72cec7461a5ec2cc9d0564d5b074d14756872c7393d41197cc1ff,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/expected.json,a85831e134d23c684d4b5ac4612d6b5ed488b1f5c79e94cea2ab6dd26c4a4dad,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/resources/boss-wiki/fortis_colosseum.wikitext,e3785c3a80d2395f7d471ac61b38f627ad54e55bbda47f5e175abcf06028ad71,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/general_graardor.wikitext,02eb4948a2841bc5283709e99103e34395d065980be7645dfacdee2fd5357f4d,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/giant_mole.wikitext,3864dbd6741185226373606aac6abdf16c05a99ae330b055ffd574c900381407,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/grotesque_guardians.wikitext,bc46b85d1bd721c8c5eaec16f41e727664d15f1c181a6dc20090c49f960d2663,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/hespori.wikitext,ca55c3c6e315741d1a028bc3389c9c6369aa9108de23aad6c1ac90bab788c73e,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/item-names.json,1a40af75df6bd726194897c82b51d97e0c97eda20041ee995f0dc165c353c71e,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,game-data,verify-data-rights,test-only,RuneLite cache export of Jagex item names; do not claim BSD ownership.,
src/test/resources/boss-wiki/k_ril_tsutsaroth.wikitext,321cb1d60ee7361d036ec4cfd8e2893fb6057517e122a737c24996374cdc276d,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/kalphite_queen.wikitext,ed165ffdb94ed50b077eed51dc136e543415c44add6ff8ab07ddcafe5175c79d,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/king_black_dragon.wikitext,abfcc6ee58101934962058f1f5c60bf1dc287d4ed3a26da0853d920bc315361f,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/kraken.wikitext,1b1161d50fd9cf9d60248b7ed85011c5de25ac2a105e7a8dca4339a337dd0242,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/kree_arra.wikitext,330de0858a17b5f577dc2c27ad53c271be0e4fa9b24ee3f5ba888fa7636cf0f1,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/maggot_king.wikitext,cff535655005d5589ec306a25c23869f8ef5bdd662778b2b305f7131221b9eaf,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/manifest.json,293f989e08d8483d155fa4666f6e3c5852b1d0ca1c638018e886eebb46aa9083,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/resources/boss-wiki/moons_of_peril.wikitext,5423cbd461fcbd8e25e1a6a1d1168cd726f7b5a7b069ce0d641e792caa91db1b,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/nex.wikitext,6d0ce73d21f5f0bb8b7602c04e71704e9a332f4c2144ff1636f90defc4f4efe3,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/obor.wikitext,3d32fe2693f039d5e59e4bc9a5a50e56c58eb663c187e2b98d047abcbe125aef,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/phantom_muspah.wikitext,8e00bdc1abd954c4024d8062daa1f5f6512fd3801e7da31339289251f01b0533,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/royal_titans.wikitext,5918c787c0db3b80a037061ccb0f1aabcc8eca6a466506bd3e153e8d4e9cfa43,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/sarachnis.wikitext,c95a7f6e978aad21fa156771ce0b741f44066b30bd6989ff3da432c42dbdce43,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/scorpia.wikitext,cafb249644b7a90891427c95115d3ab670c2904b301e445d05f9d482e0cf01f6,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/scurrius.wikitext,ca4fe8f864030b88ad42f36d6c3b7fce3b8ebb09083572bbf073839e672e49f0,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/shellbane_gryphon.wikitext,b8d11c70f2bb21f3f5e3ee24f5946f18e242b917b540711e1bbf1b9c0a4b324a,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/skotizo.wikitext,830f52242ac1b5264cee5cb5fa0bde25b66f365de22d69dab3d66f26278e9669,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/tempoross.wikitext,231fad75d828042e3640fb69b5bc271b71adef622dce1fe243e4f99d47370572,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_fight_caves.wikitext,817fe857f1cdc9677b08c0a5264a445ef4eec2eb7b7d9aad9fa7815606f389fc,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_gauntlet.wikitext,e6264cdcd4c580c408cc5a3f867679f29a3f7fdf88c6e27aadc6fe3d4b00a36c,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_hueycoatl.wikitext,542eab153ab857888ed72869e184714f01bac90440e504837582f5c6d487f01b,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_inferno.wikitext,2fae8123281c6655eb13f61ca75b71d01c77f63ebc75ce507d7d9cbc0b5d71a0,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_leviathan.wikitext,214e8f18b1758c1b05b7c9a1777957a0e2e4b97bc8bb87516e861550b40f3370,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_mad_angel.wikitext,dbe087da67a47696782bd427c874f0a9e78120238f3ffe53061769c4906cd5ac,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_nightmare.wikitext,18ae96188416cd5d642cd54acab3c3996a0e917e2c3ba4520490c70718f308c3,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_nightmare_2.wikitext,43367825bdf1f9dd4d9bd2741495b470f6fe9f4cd89e7575e9848c920248fc71,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/the_whisperer.wikitext,4d11858978e6297cad7e8de6d7e9eda881984e439ebc2c3e40316981d6dc7a46,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/thermonuclear_smoke_devil.wikitext,8c1a6c4356463f282d7ad16772e82e920d36e1d2f3ca6b8e511e5da33d816084,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/vardorvis.wikitext,edd2a60a188ed833c87681e10bbc730c62d8a74bc0325aad526d46748a035157,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/venenatis_and_spindel.wikitext,2f2db28003c25cc96396bc425d3605e8a11bd3e57fdc7f9371865964c9cfa25b,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/venenatis_and_spindel_2.wikitext,d2a953c842c9ece57d3fe47e9db5bcb0a75c9b1bf2a4c28349986674b07415ec,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/vetion_and_calvarion.wikitext,686054adfe2a589d627f254684b30cc47d4fbe3ea15f9a9b8edf20f356feb873,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/vetion_and_calvarion_2.wikitext,83d820ee9b086768a509211afb68e12051ac2b22a2d293afdce7660adbde243b,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/vorkath.wikitext,642a87403cd7919d29c071cebc8a3b1e82d5dac0696b04bd16209eb50b8e3cf6,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/wintertodt.wikitext,1621cc6c532fa65aa6fb226aa3565e2fe81d2cf0764c8c93aafb3fb712fbcbeb,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/yama.wikitext,4454b81ae04262d388587a7503ef7f261035d2403de590972afc3f03f1edb1cc,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/zalcano.wikitext,8e9ec0d690dd8cddf9e435d2a3834bc8c2e4e68a189f0e804c9977eb2829156e,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/boss-wiki/zulrah.wikitext,997dfed5dd9bb99460f1a5937deb7cbdb48c8935a2350bc37247dc83226553a8,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
src/test/resources/equipment-domain.json,7cd32e0b7d61a3b3318b235e626bc98f65bc5e3ebd4a8612501e21129a5e305b,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-data,replace,test-only,"Native/Wiki calculator data or generated fixtures per NOTICE; facts do not clear copied tables, generators or selection.",https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/main/resources/equipment-domain.json [exact SHA-256] ; https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/resources/equipment-domain.json [exact SHA-256]
src/test/resources/equipment-oracle.json,4dbc06d980212275cbf4d2cc3ec4eab3a94d49374874a3e8ddf152d5d8adff00,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-data,replace,test-only,"Native/Wiki calculator data or generated fixtures per NOTICE; facts do not clear copied tables, generators or selection.",https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/resources/equipment-oracle.json [exact SHA-256]
src/test/resources/fixtures-v3.json,73c3a69d7f1af14db17376e3e8948d3b9355e458a66f4810427e8b13cb402101,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-data,replace,test-only,"Native/Wiki calculator data or generated fixtures per NOTICE; facts do not clear copied tables, generators or selection.",https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/resources/fixtures-v3.json [exact SHA-256]
src/test/resources/fixtures.json,0b0f5d02ecf09f69385086d340d215dec0356f16c8e7d72116428cdfd4dbfd7f,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-data,replace,test-only,"Native/Wiki calculator data or generated fixtures per NOTICE; facts do not clear copied tables, generators or selection.",https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/resources/fixtures.json [exact SHA-256]
src/test/resources/fixtures/alchemical-hydra-strategies.wikitext,39b2743a15ac392b2b38fee3248fa3bc639efb83543aaddd8601410531774617,948742cd0026792e3150ed76f7b1ff20707a07ff,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/resources/fixtures/alchemical-hydra-strategies.wikitext [exact SHA-256]
src/test/resources/fixtures/araxxor-strategies.wikitext,86be3a5fb90b33c3b9c1a3c8554d3c2674c2cf6706458a5487587fc0437db69e,06d45a5f2a52cd101fbf9c98d50ec1e21eb36ea8,wiki-content,separate-content-license,test-only,"Wiki content, CC BY-NC-SA 3.0 per NOTICE; not BSD code. Test-only, but present in source export.",
